movie_id,budget,homepage,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,tagline,title,vote_average,vote_count,overview_clean,genres_clean,cast_clean,crew_clean,keywords_clean,original_language_full
11382,0,,Bullets Over Broadway,7.829295,"[{""name"": ""Miramax Films"", ""id"": 14}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-10-14,0,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]", ,Bullets Over Broadway,7.0,130,"Set in 1920's New York City, this movie tells the story of idealistic young playwright David Shayne. Producer Julian Marx finally finds funding for the project from gangster Nick Valenti. The catch is that Nick's girl friend Olive Neal gets the part of a psychiatrist, and Olive is a bimbo who could never pass for a psychiatrist as well as being a dreadful actress. Agreeing to this first compromise is the first step to Broadway's complete seduction of David, who neglects longtime girl friend Ellen. Meanwhile David puts up with Warner Purcell, the leading man who is a compulsive eater, Helen Sinclair, the grand dame who wants her part jazzed up, and Cheech, Olive's interfering hitman / bodyguard. Eventually, the playwright must decide whether art or life is more important."," Thriller, Action, Comedy"," John Cusack, Dianne Wiest, Jennifer Tilly, Chazz Palminteri",Director: Woody Allen," lover (female), mafia boss, talent, author",English
15005,20000000,http://8x.com/onenight/main.html,One Night with the King,3.476925,"[{""name"": ""Gener8Xion Entertainment"", ""id"": 3957}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-10-13,13391174,123.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Feel The Touch Of Destiny,One Night with the King,6.1,12,"This amazing biblical drama chronicles the brave and historic legend of Hadassah, a Jewish orphan with exceptional beauty who rises to become Queen Esther of Persia and saves Persian Jews from genocide. By revealing her heritage to the king, Esther thwarts the evil prime minister's plan to annihilate all Jews in the Persian Empire. The annual festival of Purim is inspired by her heroism.", Drama," Tiffany Dupont, Peter O'Toole, Luke Goss, John Noble",Director: Michael O. Sajbel," queen, esther, persia, based on novel",English
15070,20000000,,Undisputed,17.227376,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Amen Ra Films"", ""id"": 421}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-08-23,12398628,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Two Enemies ... The Mob ... The Ultimate Showdown.,Undisputed,6.1,139,"Monroe Hutchens is the heavyweight champion of Sweetwater, a maximum security prison. He was convicted to a life sentence due to a passionate crime. Iceman Chambers is the heavyweight champion, who lost his title due to a rape conviction to ten years in Sweetwater. WHen these two giants collide in the same prison, they fight against each other disputing who is the real champion."," Drama, Thriller, Action, Adventure"," Wesley Snipes, Ving Rhames, Peter Falk, Michael Rooker",Director: Walter Hill, sport,English
17134,20000000,http://www.12rounds-movie.com/,12 Rounds,15.66135,"[{""name"": ""The Mark Gordon Company"", ""id"": 1557}, {""name"": ""Fox Atomic"", ""id"": 2890}, {""name"": ""20th Century Fox Home Entertainment"", ""id"": 3635}, {""name"": ""WWE Studios"", ""id"": 10339}, {""name"": ""Midnight Sun Pictures"", ""id"": 17887}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-03-19,17280326,108.0,"[{""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Survive all 12,12 Rounds,5.7,220,"When New Orleans cop Danny Fisher prevents a brilliant thief from successfully carrying out his latest heist, the thief's girlfriend is accidentally killed. Hungry for revenge, the criminal mastermind breaks out of prison and kidnaps Danny's fiancee. To save her, Danny must successfully navigate his way through an elaborate series of tasks and puzzles, or else watch the love of his life die."," Drama, Thriller, Action, Adventure"," John Cena, Aidan Gillen, Ashley Scott, Steve Harris",Director: Renny Harlin," family, cops, police, cat and mouse, revenge drama",English
41402,20000000,http://www.letmein-movie.com,Let Me In,19.705311,"[{""name"": ""Hammer Film Productions"", ""id"": 1314}, {""name"": ""EFTI"", ""id"": 3576}, {""name"": ""Exclusive Media Group"", ""id"": 11448}, {""name"": ""Overture Films"", ""id"": 12807}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-10-01,24145613,116.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Innocence dies. Abby doesn't.,Let Me In,6.7,641,A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.  A remake of the movie “Let The Right One In” which was an adaptation of a book.," Drama, Horror, Mystery"," Kodi Smit-McPhee, Chloë Grace Moretz, Richard Jenkins, Elias Koteas",Director: Matt Reeves," young boy, vampire, 1980s, child vampire, dead boy, hammer horror, biting, remake, bully",English
18885,0,,3 Ninjas Kick Back,2.645722,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Sheen Productions"", ""id"": 27085}, {""name"": ""Ben-Ami/Leeds Productions"", ""id"": 37015}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-05-06,0,93.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]","Colt, Rocky and Tum Tum are back for bigger kicks in an all new adventure",3 Ninjas Kick Back,4.5,48,"During a championship baseball match, the three brothers hear that their grandfather in Japan is in trouble, and head out to help him, conceding the match. When they arrive in Japan, they must use all their powers to defend him against his ancient enemy, who has returned to exact revenge."," Family, Action, Comedy, Adventure"," Victor Wong, Max Elliott Slade, Sean Fox, J. Evan Bonifant",Director: Charles T. Kanganis," escapade, friends, treasure hunt, buddies, heroic mission, contests and competitions, siblings relations, vigilantism, youth, master warrior, underdog, revenge, master villain, friendship, rivalry, danger, young heroes, good vs evil, hero",English
4953,0,,Be Kind Rewind,17.662683,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Partizan"", ""id"": 1784}, {""name"": ""Focus Features"", ""id"": 10146}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2008-01-20,0,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","You name it, we shoot it.",Be Kind Rewind,6.2,424,"A man whose brain becomes magnetized unintentionally destroys every tape in his friend's video store. In order to satisfy the store's most loyal renter, an aging woman with signs of dementia, the two men set out to remake the lost films."," Drama, Comedy"," Jack Black, Yasiin Bey, Danny Glover, Mia Farrow",Director: Michel Gondry," camcorder, nuclear power plant, video store, videoband, delusion",English
146198,20000000,http://triple9movie.com/,Triple 9,29.371987,"[{""name"": ""Worldview Entertainment"", ""id"": 9015}, {""name"": ""Anonymous Content"", ""id"": 30420}, {""name"": ""MadRiver Pictures"", ""id"": 73493}, {""name"": ""Sierra Pictures"", ""id"": 78595}, {""name"": ""Surefire Capital"", ""id"": 78596}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-02-19,12639297,115.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Code on the Street is Never Black & White,Triple 9,5.6,797,A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.," Thriller, Action"," Casey Affleck, Chiwetel Ejiofor, Woody Harrelson, Kate Winslet",Director: John Hillcoat," betrayal, dirty cop, heist",English
2639,20000000,,Deconstructing Harry,11.352693,"[{""name"": ""Fine Line Features"", ""id"": 8}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-08-26,10686841,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Harry Block has written a best seller... bout his best friends... he revealed their deepest secrets... and they're not pleased... now Harry Block is going to Hell...,Deconstructing Harry,7.3,187,"This film tells the story of a successful writer called Harry Block, played by Allen himself, who draws inspiration from people he knows in real-life, and from events that happened to him, sometimes causing these people to become alienated from him as a result."," Drama, Comedy"," Woody Allen, Kirstie Alley, Billy Crystal, Judy Davis",Director: Woody Allen," new york, insanity, author, independent film, writer's block",English
10563,20000000,,Three to Tango,7.553773,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-10-22,0,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",All's fair in the war of love.,Three to Tango,5.4,62,Oscar and Peter land a career-making opportunity when a Chicago tycoon chooses them to compete for the design of a cultural center. The tycoon mistakenly believes that Oscar is gay and has him spy on his mistress Amy. Oscar goes along with it and ends up falling in love with Amy.," Comedy, Romance"," Matthew Perry, Neve Campbell, Dylan McDermott, Oliver Platt",Director: Damon Santostefano," affair, business partner, chief executive officer, gay, architect, partnership, tango, dance, spying, business man, artist, deception",English
295964,20000000,http://burntmovie.com/,Burnt,30.477114,"[{""name"": ""Double Feature Films"", ""id"": 215}, {""name"": ""PeaPie Films"", ""id"": 32243}, {""name"": ""3 Arts Entertainment"", ""id"": 36390}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-10-02,36606743,100.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Never underestimate a man with everything to lose.,Burnt,6.3,950,"Adam Jones is a Chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London, determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars.", Drama," Bradley Cooper, Sienna Miller, Lily James",Director: John Wells," chef, career, london england, drug, restaurant, cook, kitchen, drug addict, diva, come back, redemption",English
9716,20000000,,Everyone Says I Love You,12.379781,"[{""name"": ""Miramax Films"", ""id"": 14}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-12-06,0,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]", ,Everyone Says I Love You,6.5,147,A New York girl sets her father up with a beautiful woman in a shaky marriage while her half sister gets engaged.," Music, Comedy, Romance"," Drew Barrymore, Diva Gray, Natasha Lyonne, Edward Norton",Director: Woody Allen," parolee, venice, jeweler, fiancée, christmas eve, new love, atheist, paris, dysfunctional family, singing, new york city, divorce, racehorse, wealth, montmartre, lovesickness, redemption, central park, tourist, gondola, flashback, winter, restaurant, unfaithfulness, unwanted kiss, escaped convict, opposites attract, robbery, waiter, jewelry store, engagement ring, maid, jogging, family relationships, dancer, funeral home, independent film, adultery, thanksgiving, autumn, musical, lingerie slip, urban setting, airport, cult film, park avenue, hospital, broken engagement, grandfather, infidelity, ghost, x-ray, marriage proposal, halloween, wake, jumping rope, lover, trick or treating, mistaken identity, senility",English
31117,0,http://www.sonypictures.com/movies/superbabiesbabygeniuses2/index.html,Superbabies: Baby Geniuses 2,5.886228,"[{""name"": ""Crystal Sky Worldwide"", ""id"": 4077}, {""name"": ""Triumph Films"", ""id"": 23098}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-08-27,9109322,88.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Meet the new generation of superheroes.,Superbabies: Baby Geniuses 2,1.9,35,"Following on from the plot of the last movie, babies can communicate with each other using 'baby talk', and have an innate knowledge of the secrets of the universe. The baby geniuses become involved in a scheme by media mogul Bill Biscane (Jon Voight). Helping the geniuses is a legendary superbaby named Kahuna. He joins up with several other babies in an attempt to stop Biscane, who intends to use a state-of-the-art satellite system to control the world's population."," Family, Comedy"," Jon Voight, Scott Baio, Vanessa Angel, Skyler Shaye",Director: Bob Clark," baseball, computer, genius, good vs evil, baby geniuses, baby, mind control, scientific study",English
9074,0,,The Man,6.925645,"[{""name"": ""New Line Cinema"", ""id"": 12}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-09-08,12382362,83.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",One guy walks the walk. The other talks and talks.,The Man,5.4,133,"Special Agent Derrick Vann is a man out to get the man who killed his partner but a case of mistaken identity leads him to Andy Fidler, a salesman with too many questions and a knack of getting in Vanns way"," Crime, Action, Comedy"," Samuel L. Jackson, Eugene Levy, Luke Goss, Miguel Ferrer",Director: Les Mayfield," cop, false identity, arms dealer, police officer, mistake in person, dentist",English
14396,20000000,,Code Name: The Cleaner,9.36146,"[{""name"": ""New Line Cinema"", ""id"": 12}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-01-05,10337477,84.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]", ,Code Name: The Cleaner,4.7,78,"Cedric the Entertainer plays Jake, a seemingly regular guy who has no idea who he is after being hit over the head by mysterious assailants. When he finds himself entangled in a government conspiracy, Jake and his pursuers become convinced that he is an undercover agent."," Crime, Action, Comedy"," Cedric the Entertainer, Lucy Liu, Nicollette Sheridan, Mark Dacascos",Director: Les Mayfield, ,English
15673,20000000,,Connie and Carla,6.102663,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-04-16,11341016,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","When you follow your dream, there's no telling what you'll become.",Connie and Carla,6.4,24,"After accidentally witnessing a mafia hit in the Windy City, gal pals Connie and Carla skip town for L.A., where they go way undercover as singers working the city's dinner theater circuit ... as drag queens. Now, it's not enough that they become big hits on the scene; things get extra-weird when Connie meets Jeff -- a guy she'd like to be a woman with", Comedy," Nia Vardalos, Toni Collette, David Duchovny, Stephen Spinella",Director: Michael Lembeck," drag queen, mistaken identity, gay",English
42618,8000000,,Sweet Charity,0.709143,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1969-01-01,20000000,149.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Love is what it's all about!,Sweet Charity,6.5,15,"Taxi dancer Charity continues to have Faith in the human race despite apparently endless disappointments at its hands, and Hope that she will finally meet the nice young man to romance her away from her sleazy life. Maybe, just maybe, handsome Oscar will be the one to do it."," Drama, Music, Comedy, Romance"," Shirley MacLaine, John McMartin, Ricardo Montalban, Sammy Davis, Jr.",Director: Bob Fosse," tragic love, celebrity, dancehall girl, based on stage musical, based on film, charity, broken engagement",English
171274,20000000,http://inherentvicemovie.com/,Inherent Vice,45.742217,"[{""name"": ""Ghoulardi Film Company"", ""id"": 178}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""IAC Films"", ""id"": 93105}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-12-25,11110975,148.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Under the paving stones, the beach!",Inherent Vice,6.5,833,"In Los Angeles at the turn of the 1970s, drug-fueled detective Larry ""Doc"" Sportello investigates the disappearance of an ex-girlfriend."," Mystery, Drama, Crime, Comedy, Romance"," Joaquin Phoenix, Josh Brolin, Owen Wilson, Katherine Waterston",Director: Paul Thomas Anderson," smoking marijuana, 1960s, 1970s, los angeles, based on novel, private investigator",English
24432,0,http://www.doogalmovie.com/,Doogal,1.682839,[],"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-02-24,0,85.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Things are about to get hairy.,Doogal,3.2,18,"This is the story of Doogal, an adorable candy-loving mutt who goes on a mission to save the world.", Family," Daniel Tay, Jimmy Fallon, Jon Stewart, Whoopi Goldberg",Director: Jean Duval, ,English
109417,20000000,,Battle of the Year,8.237336,"[{""name"": ""Screen Gems"", ""id"": 3287}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-09-21,16549477,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The World is watching,Battle of the Year,5.9,88,"A down-on-his-luck coach is hired to prepare a team of the best American dancers for an international tournament that attracts all the best crews from around the world, but the Americans haven't won in fifteen years."," Drama, Music"," Josh Holloway, Josh Peck, Chris Brown, Laz Alonso",Director: Benson Lee," musical, 3d",English
14220,0,,Strange Wilderness,4.961306,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Happy Madison Productions"", ""id"": 2608}, {""name"": ""Pelican Productions LLC"", ""id"": 3251}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-02-01,6575282,87.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",This ain't March of the Penguins.,Strange Wilderness,4.7,69,"With the ratings dropping for a wilderness-themed TV show, two animal fans go to the Andes in search of Bigfoot.", Comedy," Steve Zahn, Allen Covert, Jonah Hill, Kevin Heffernan",Director: Fred Wolf," tv show, bigfoot",English
46435,0,,Topsy-Turvy,8.628519,"[{""name"": ""Newmarket Capital Group"", ""id"": 506}, {""name"": ""Goldwyn Films"", ""id"": 720}, {""name"": ""The Greenlight Fund"", ""id"": 821}, {""name"": ""Thin Man Films"", ""id"": 10100}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-09-03,0,160.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Gilbert & Sullivan & So Much More,Topsy-Turvy,6.7,41,"After their production ""Princess Ida"" meets with less-than-stunning reviews, the relationship between Gilbert and Sullivan is strained to breaking. Their friends and associates attempt to get the two to work together again, which opens the way to ""The Mikado,"" one of the duo's greatest successes."," Drama, Music, Comedy"," Allan Corduner, Jim Broadbent, Timothy Spall, Dexter Fletcher",Director: Mike Leigh," prostitute, exhibition, gilbert and sullivan's princess ida, lyricist, musical, telephone call, cigar smoking, drink,  gilbert and sullivan, piano duet, biography",English
256962,20000000,http://www.littleboymovie.com/,Little Boy,12.232048,"[{""name"": ""Metanoia Films"", ""id"": 7075}, {""name"": ""Santa F\u00e9 Films"", ""id"": 90508}]","[{""iso_3166_1"": ""MX"", ""name"": ""Mexico""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-04-23,6420319,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Believe the impossible.,Little Boy,7.0,185,An eight-year-old boy is willing to do whatever it takes to end World War II so he can bring his father home. The story reveals the indescribable love a father has for his little boy and the love a son has for his father.," Drama, Comedy, War"," Jakob Salvati, Emily Watson, Cary-Hiroyuki Tagawa, Michael Rapaport",Director: Alejandro Monteverde," spirituality, world war ii, japanese",English
82684,0,,Chasing Mavericks,13.621201,"[{""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Walden Media"", ""id"": 10221}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-10-25,0,117.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Legends Start Somewhere,Chasing Mavericks,7.0,216,Surfer Jay Moriarity sets out to ride the Northern California break known as Mavericks., Drama," Gerard Butler, Jonny Weston, Elisabeth Shue, Abigail Spencer",Director: Michael Apted," wave, mentor protégé relationship, sport, surfing, santa cruz california",English
23367,20000000,http://bandslam-movie.com/,Bandslam,7.716606,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Goldsmith-Thomas Productions"", ""id"": 2454}, {""name"": ""Walden Media"", ""id"": 10221}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-08-06,5210988,111.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Band Together,Bandslam,5.4,126,A high school social outcast and the popular girl bond through a shared love of music.," Drama, Family, Comedy, Music"," Vanessa Hudgens, Aly Michalka, Gaelan Connell, Lisa Kudrow, Scott Porter",Director: Todd Graff," rock band, battle of the bands, teenager, musical, new jersey",English
10740,20000000,,Birth,7.698075,"[{""name"": ""Fine Line Features"", ""id"": 8}, {""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Lou Yi Inc."", ""id"": 839}, {""name"": ""Academy Films"", ""id"": 54030}, {""name"": ""March Entertainment"", ""id"": 54031}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2004-09-08,0,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Be careful what you wish for.,Birth,5.9,179,"It took Anna 10 years to recover from the death of her husband, Sean, but now she's on the verge of marrying her boyfriend, Joseph, and finally moving on. However, on the night of her engagement party, a young boy named Sean turns up, saying he is her dead husband reincarnated. At first she ignores the child, but his knowledge of her former husband's life is uncanny, leading her to believe that he might be telling the truth."," Drama, Thriller, Mystery"," Nicole Kidman, Cameron Bright, Danny Huston, Lauren Bacall",Director: Jonathan Glazer," reincarnation, wedding, independent film, little boy, loss of husband, friends",English
241239,20000000,http://amostviolentyear.com/,A Most Violent Year,37.629309,"[{""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Imagenation Abu Dhabi FZ"", ""id"": 6736}, {""name"": ""FilmNation Entertainment"", ""id"": 7493}, {""name"": ""Before the Door Pictures"", ""id"": 14861}, {""name"": ""Washington Square Films"", ""id"": 14862}, {""name"": ""A24"", ""id"": 41077}, {""name"": ""Old Bull Pictures"", ""id"": 53656}]","[{""iso_3166_1"": ""AE"", ""name"": ""United Arab Emirates""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-12-30,12007070,125.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",The result is never in question. Just the path you take to get there.,A Most Violent Year,6.5,546,"A thriller set in New York City during the winter of 1981, statistically one of the most violent years in the city's history, and centered on a the lives of an immigrant and his family trying to expand their business and capitalize on opportunities as the rampant violence, decay, and corruption of the day drag them in and threaten to destroy all they have built."," Drama, Crime, Thriller"," Oscar Isaac, Jessica Chastain, Albert Brooks, Elyes Gabel",Director: J.C. Chandor," truck hijacking, oil, tunnel, corruption, lawyer, winter, immigrant, capitalism, business ethics, coat, truck, 1980s, american dream, husband wife relationship, loan shark, new york city, bank loan",English
14582,0,http://www.passchendaelethemovie.com,Passchendaele,2.405911,"[{""name"": ""Rhombus Media"", ""id"": 164}, {""name"": ""Damberger Film & Cattle Co"", ""id"": 16193}, {""name"": ""Whizbang Films"", ""id"": 17457}, {""name"": ""Bell Broadcast and New Media Fund"", ""id"": 22481}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2008-10-17,0,114.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]", ,Passchendaele,6.3,26,"Sergeant Michael Dunne fights in the 10th Battalion, AKA The ""Fighting Tenth"" with the 1st Canadian Division and participated in all major Canadian battles of the war, and set the record for highest number of individual bravery awards for a single battle"," Drama, History, War, Romance"," Paul Gross, Caroline Dhavernas, Joe Dinicol, Meredith Bailey",Director: Paul Gross," battle, nurse, recruitment, veteran, platoon",English
14914,0,http://flashofgenius.net/,Flash of Genius,3.350297,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Strike Entertainment"", ""id"": 655}, {""name"": ""Intermittent Productions"", ""id"": 8849}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-09-07,0,119.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Corporations have time, money, and power on their side. All Bob Kearns had was the truth.",Flash of Genius,6.3,59,"In this David vs. Goliath drama based on a true story, college professor Robert Kearns (Greg Kinnear) goes up against the giants of the auto industry when they fail to give him credit for inventing intermittent windshield wipers. Kearns doggedly pursues recognition for his invention, as well as the much-deserved financial rewards for the sake of his wife (Lauren Graham) and six kids.", Drama," Aaron Abrams, Alan Alda, Lauren Graham, Greg Kinnear",Director: Marc Abraham, biography,English
4960,21000000,http://www.sonyclassics.com/synecdocheny,"Synecdoche, New York",12.761176,"[{""name"": ""Likely Story"", ""id"": 1785}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-10-24,0,124.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]", ,"Synecdoche, New York",7.4,278,"A theater director struggles with his work, and the women in his life, as he attempts to create a life-size replica of New York inside a warehouse as part of his new play.", Drama," Philip Seymour Hoffman, Samantha Morton, Jennifer Jason Leigh, Michelle Williams",Director: Charlie Kaufman," new york, writer, man-woman relation",English
14652,0,,Bon voyage,0.49446,[],"[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",2003-04-16,0,114.0,"[{""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}]", ,Bon voyage,5.7,20,"Isabelle Adjani and Gerard Depardieu star in director Jean-Paul Rappenau's amusing farce set on the eve of World War II, which follows the intersecting lives of four Parisians as they cope with the impending invasion of their city by German forces. As the French government braces for impact, the lives of a young writer, a vain movie star, a French politician and a young scientist are examined as they attempt to deal with war and evade German spies."," Drama, Comedy, Foreign"," Grégori Derangère, Gérard Depardieu, Isabelle Adjani, Virginie Ledoyen",Director: Jean-Paul Rappeneau, ,French
40932,0,,Can't Stop the Music,6.574285,"[{""name"": ""EMI Films"", ""id"": 8263}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1980-06-20,0,124.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Musical Comedy Smash of the 80's!,Can't Stop the Music,4.9,9,Movie about the Village People filmed in a documentary style.," Music, Comedy"," Alex Briley, David Hodo, Glenn Hughes, Randy Jones",Director: Nancy Walker," village people, disco, camp, woman director",English
334531,20000000,http://www.myallamerican.com/,My All American,3.102987,"[{""name"": ""Paul Schiff Productions"", ""id"": 23596}, {""name"": ""Anthem Productions"", ""id"": 50496}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-11-13,0,118.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Hope never quits,My All American,6.8,36,"Freddie Steinmark, an underdog on the gridiron, faces the toughest challenge of his life after leading his team to a championship season.", Drama," Aaron Eckhart, Finn Wittrock, Robin Tunney, Sarah Bolger",Director: Angelo Pizzo," championship, sport, biography, american football",English
32316,20000000,,Marci X,5.65327,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-08-22,1675706,84.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Uptown Gets Down.,Marci X,3.3,12,A Jewish-American Princess is forced to take control of a hard-core hip-hop record label and tries to rein the one of the label's most controversial rappers., Comedy," Lisa Kudrow, Damon Wayans, Richard Benjamin, Jane Krakowski",Director: Richard Benjamin, ,English
