title_clean,tmdb_movieId,movieLens_movieId
It's kind of a funny story,43923,80693
Made in dagenham,46138,83270
Prefontaine,26306,1442
Begin again,198277,111622
Down in the valley,7870,45382
Brooklyn rules,13072,55154
Fido,10288,53468
Pathology,12192,60832
10th & wolf,13197,55391
Dear wendy,10913,33421
Aloft,251321,127182
The death and life of bobby z,10425,55209
Swelter,256687,149612
Imagine me & you,1544,43744
Mr. church,374461,165503
Swimming pool,302,6538
Green street hooligans: underground,182873,136576
Code of honor,389425,160956
Driving miss daisy,403,1962
Soul food,29461,1621
Far from men,283708,132068
Thank you for smoking,9388,44195
Hostel: part ii,1691,53435
Shopgirl,2610,39414
Narc,11022,5959
Men with brooms,34341,5829
Witless protection,15365,58146
The work and the glory,36046,163599
Extract,12569,71248
Code 46,2577,8800
Albert nobbs,73873,91673
Black november,312113,160551
Persepolis,2011,55442
The neon demon,301365,155064
Harry brown,25941,74948
Juno,7326,56367
Diamonds are forever,681,3984
Flashdance,535,2942
(500) days of summer,19913,69757
Magic mike,77930,95449
Live and let die,253,2991
My dog skip,17908,3189
"Definitely, maybe",8390,58047
"Good night, and good luck.",3291,39292
Capote,398,37741
Desperado,8068,163
Logan's run,10803,2528
Michael jordan to the max,24977,4453
Devil's due,79316,108243
Flirting with disaster,2074,125
Dope,308639,127198
In too deep,22314,2812
House of 1000 corpses,2662,6290
Alien zone,77156,146580
Get low,44718,79897
Beyond the lights,241771,117456
Outside providence,14578,2836
Bride & prejudice,57825,31694
Rabbit-proof fence,9555,5446
Who's your caddy?,15581,54268
Redbelt,12400,59336
Cyrus,39053,77421
Auto focus,14112,5680
We need to talk about kevin,71859,90376
The christmas candle,226354,144654
Losin' it,33676,4204
Mother and child,37080,82589
March or die,25388,110649
Somewhere,39210,81791
I hope they serve beer in hell,30128,74582
Chairman of the board,31535,1679
Hesher,44835,89047
Dom hemingway,192134,110322
Gerry,1956,6162
Wah-wah,15013,45508
Z storm,277519,148270
Pale rider,8879,2401
Dazed and confused,9571,441
High school musical 2,13649,61123
Two lovers and a bear,325373,168576
Criminal activities,334527,147726
The chumscrubber,13919,34523
Shade,14576,7383
House at the end of the street,82505,96917
Incendies,46738,86781
Annabelle,250546,114713
Bran nue dae,38415,80947
Boyz n the hood,650,6796
Friends with money,8998,44864
Bats,10496,2974
Layer cake,4836,27831
The work and the glory ii: american zion,14631,163601
A home at the end of the world,18923,8667
Aberdeen,26665,4729
The messenger,28089,197515
"Good bye, lenin!",338,7323
Mallrats,2293,180
Grease,621,1380
Platoon,792,1090
Fahrenheit 9/11,1777,8622
Butch cassidy and the sundance kid,642,1304
Mary poppins,433,1028
Ordinary people,16619,1956
West side story,1725,1947
Caddyshack,11977,3552
The brothers,20322,180951
Duel in the sun,32275,3792
Best in show,13785,3911
Escape from new york,1103,1129
School daze,36739,3423
Daddy day camp,14144,54768
Mystic pizza,11191,4062
Sliding doors,10215,1680
Tales from the hood,25066,330
Halloween 5: the revenge of michael myers,11361,1986
Pollock,12509,4017
200 cigarettes,15256,2504
Casa de mi padre,80304,93693
City island,28053,71466
The guard,67913,196501
Little voice,8545,2390
Miss march,19556,70641
Wish i was here,231576,112946
Simply irresistible,16172,2491
Hedwig and the angry inch,13403,4642
Only the strong,15797,7192
Goddess of love,347764,155372
Novocaine,20794,4898
Morvern callar,18602,5951
Beastmaster 2: through the portal of time,27549,31290
Snow flower and the secret fan,58882,88138
Come early morning,7547,54254
Lucky break,35944,5285
"Surfer, dude",13827,65155
Lake of fire,44260,59684
11:14,9282,27674
Men of war,38940,69821
Don mckay,35689,76729
The hit list,58626,138588
Videodrome,837,6774
Song one,244783,134587
Freaky deaky,168027,106066
Trade of innocents,135595,175811
Stiff upper lips,89861,2768
Bend it like beckham,455,6218
Sunshine state,57022,5447
Crossover,14351,47815
Khiladi 786,147767,163462
[rec]²,10664,74750
Standing ovation,55567,128703
Chariots of fire,9443,1957
Shine,7863,1357
Don jon,138697,105213
High plains drifter,11901,2921
Ghost world,1548,4641
Galaxina,33155,5045
Mambo italiano,321,6769
Do the right thing,925,3424
Harvard man,27451,5424
Salvation boulevard,51995,91688
Grabbers,84204,102070
Saint ralph,25248,33826
Somewhere in time,16633,1286
Dum maaro dum,63006,160283
Insidious: chapter 2,91586,104908
Saw ii,215,39446
10 cloverfield lane,333371,152077
Jackass: the movie,9012,5785
Paranormal activity 3,72571,90469
Ouija,242512,115534
Paranormal activity 4,82990,97701
Paranormal activity: the marked ones,227348,107769
The elephant man,1955,122062
Dallas buyers club,152532,106100
The lazarus effect,243940,129707
Memento,77,4226
Oculus,157547,110591
Clerks ii,2295,45728
Billy elliot,71,3967
House party 2,16096,3774
Doug's 1st movie,16508,2566
The apostle,2895,182459
Mommie dearest,15660,2639
Our idiot brother,59968,88672
Race,323677,152071
The players club,19848,1825
"As above, so below",256274,113780
Addicted,235271,133579
Eve's bayou,45153,1660
Still alice,284293,117881
Nighthawks,21610,3029
Friday the 13th part viii: jason takes manhattan,10283,1981
My big fat greek wedding,8346,5299
Spring breakers,122081,101285
Shaun of the dead,747,8874
Halloween 4: the return of michael myers,11357,1985
April fool's day,24913,1330
Diner,13776,3543
Lone wolf mcquade,14854,4950
Apollo 18,50357,92192
Sunshine cleaning,13090,67267
Solomon and sheba,29996,122084
Fifty shades of black,351819,149186
Not easily broken,14834,72265
The perfect match,378200,152089
Digimon: the movie,20455,3945
Saved!,13193,8366
Robin and marian,10786,5499
Force 10 from navarone,17339,3519
Uhf,11959,4678
Made,15745,4452
Moon,17431,68237
Keeping up with the steins,21014,45512
Bottle shock,13996,60948
Heavenly creatures,1024,247
90 minutes in heaven,343795,151641
Zero effect,16148,1845
The machinist,4553,8950
Light sleeper,36351,26737
Kill the messenger,245916,118354
Rabbit hole,27585,82767
Green room,313922,141866
Albino alligator,8744,1352
Standard operating procedure,8847,60341
"Lovely, still",51384,88934
Tycoon,56930,84961
Desert blue,41730,2678
Redacted,11600,56511
Fascination,71547,137365
Area 51,57876,141761
Flying by,19615,120218
Rudderless,244403,116817
Christmas eve,340816,148634
Dying of the light,297596,118248
Born of war,299552,168874
Capricorn one,11935,26398
Yoga hosers,290825,155832
Navy seals vs. zombies,361159,142975
Soul kitchen,31175,73587
Sling blade,12498,1358
Hostel,1690,42723
Take shelter,64720,90057
Driving lessons,11404,54094
Let's kill ward's wife,300706,119948
Only god forgives,77987,102684
Without men,68202,122406
Dear frankie,8981,8530
Savage grace,10822,59729
Police academy,9336,2378
The blue lagoon,5689,123545
Four weddings and a funeral,712,357
Fast times at ridgemont high,13342,3210
25th hour,1429,5954
Requiem for a dream,641,3949
Salvador,6106,4407
Donnie darko,141,4878
Spun,12079,6223
Life during wartime,39800,79800
Mean machine,9991,5134
Exiled,13807,203807
Blackthorn,68818,95133
After.life,36419,76317
Fugly,281730,133949
One flew over the cuckoo's nest,510,1193
R.l. stine's monsterville: the cabinet of souls,362105,195999
Silent movie,10970,8512
Airlift,375290,151459
Anne of green gables,17663,110921
Falcon rising,270938,129845
Sexy beast,11826,4378
Easy money,29920,3846
Whale rider,1088,6385
Paa,26379,150322
High school musical,10947,46062
Love and death on long island,47452,1794
Porky's,10246,3688
Survival of the dead,29426,75425
Lost in translation,153,6711
Annie hall,703,1230
Monster's ball,1365,5015
Maggie,287424,133782
Leaving las vegas,451,25
Trapeze,40494,73109
They live,8337,4553
Boyhood,85350,112290
Scoop,512,46967
3 strikes,47816,3322
Topaz,2370,2179
Let's go to prison,9809,49276
Four rooms,5,18
Secretary,11013,5617
Talk radio,10132,4009
Waiting for guffman,16448,1449
Love stinks,15122,2809
You kill me,8141,54331
Thumbsucker,1546,36537
Red state,48572,89343
Mirrormask,14517,37857
The barbarians,27551,170265
Zipper,309503,127132
Poolhall junkies,14293,6193
Holy motors,103328,96832
Shooting fish,25719,1755
Prison,48309,26638
Psycho beach party,27723,3830
"Guten tag, ramón",242575,131980
Among giants,125123,2569
Adore,111190,104631
Stake land,52015,89072
The last time i committed suicide,34941,1567
Futuro beach,227975,130630
Another happy day,60422,91010
Nothing,10981,27537
1776,14902,5472
Inescapable,121676,105121
Hell's angels,22301,31042
The helpers,114635,177891
How to fall in love,158150,129199
Network,10774,3504
Gone with the wind,770,920
Desert dancer,266102,157637
Major dundee,29715,26142
Annie get your gun,25209,25959
Four lions,37495,77800
Defendor,34769,76210
The pirate,35032,161452
Midnight cowboy,3116,1952
Airplane!,813,2791
Friday,10634,69
Menace ii society,9516,493
Creepshow 2,16288,3017
Harper,26268,8056
I got the hook up,40505,1886
She's the one,11363,804
Gods and monsters,3033,2333
Train,22007,83334
Pootie tang,10615,4373
The other conquest,89540,167072
Winter passing,14256,43914
D.e.b.s.,540,32300
The masked saint,370464,159099
2:13,39303,79547
Time to choose,370662,158739
In the name of the king iii,252360,123553
Wicked blood,256740,122490
High anxiety,12535,26386
Margin call,50839,90439
City of god,598,185189
Human traffic,11129,3581
To write love on her arms,75861,129853
Bella,12586,59440
Class of 1984,11564,5935
Dreaming of joseph lees,108346,2998
Rosemary's baby,805,2160
Beginners,55347,87304
Animal house,8469,3421
Goldfinger,658,2947
Antiviral,125490,98975
It's a wonderful life,1585,953
Trainspotting,627,778
Paranormal activity 2,41436,81417
Bowling for columbine,1430,5669
Sinister,82507,97188
Martin lawrence live: runteldat,20337,5513
Cat on a hot tin roof,261,971
Beneath the planet of the apes,1685,2530
Air bud,20737,1592
Friday the 13th part vi: jason lives,10225,1979
Spaced invaders,34086,5596
Family plot,5854,2177
Jason goes to hell: the final friday,10285,5691
Torn curtain,5780,2180
Slow west,223485,133802
Krush groove,29463,6053
Next day air,18065,71533
Elmer gantry,22013,4190
Judgment at nuremberg,821,6777
Trippin',53862,2623
Red river,3089,7070
Phat girlz,30139,44844
Before midnight,132344,100714
Teen wolf too,15582,51520
Phantasm ii,15158,3837
Woman thou art loosed,44634,32342
Real women have curves,30309,5685
East is east,10557,3538
Whipped,23531,3597
Please give,40247,78116
Willy wonka & the chocolate factory,252,1073
Warlock: the armageddon,24126,4685
8 heads in a duffel bag,13982,1503
Days of heaven,16642,2932
Jawbreaker,18892,2500
Basquiat,549,851
Frances ha,121986,102800
Tsotsi,868,44204
Dysfunktional family,17995,6284
Oldboy,670,107314
Letters to god,35691,94893
Hobo with a shotgun,49010,85796
Compadres,317930,162652
Freeway,11229,1034
Love's abiding joy,22488,162380
Fish tank,24469,74416
Damsels in distress,82533,93723
Bachelorette,84174,96565
Tim and eric's billion dollar movie,79940,92719
Summer storm,342,156714
Fort mccoy,281230,126552
Chain letter,38033,84262
Just looking,100975,3954
The divide,38541,185503
Demonic,234212,129372
My big fat independent movie,27404,136002
The deported,170480,138984
Tanner hall,71866,91826
Open road,192210,168658
They came together,180296,112450
30 nights of paranormal activity with the devil inside the girl with the dragon tattoo,157058,115913
Never back down 2: the beatdown,70006,135831
Enter the dangerous mind,176077,134664
Something wicked,260947,130574
Awol-72,342502,150558
Iguana,191229,193992
Pocketful of miracles,248,4804
Close range,325173,150401
Amnesiac,351043,140962
Freakonomics,43942,89102
Griff the invisible,66942,88237
Unnatural,356483,149348
Hustle & flow,10476,34271
Some like it hot,239,910
Friday the 13th part vii: the new blood,10281,1980
Young frankenstein,3034,1278
Diary of the dead,13025,58332
Lage raho munna bhai,21461,132456
Ulee's gold,55306,1633
Donovan's reef,15875,4401
The dress,5900,141886
Blazing saddles,11072,3671
Ida,209274,106452
Maurice,26371,3094
Beer league,14137,50610
Riding giants,291,27882
Silver medalist,33106,144594
Timber falls,8875,57432
Singin' in the rain,872,899
2016: obama's america,126509,96941
That thing you do!,9591,1042
Halloween iii: season of the witch,10676,1984
Escape from the planet of the apes,1687,2533
Hud,24748,3467
Kevin hart: let me explain,181330,121155
My own private idaho,468,1611
Garden state,401,8784
Before sunrise,76,215
Jesus' son,25636,3747
Brick lane,21074,60133
Robot & frank,84329,96655
My life without me,20,6770
The spectacular now,157386,103539
Religulous,13007,59126
Eye of the dolphin,46849,86846
8: the mormon proposition,40428,79430
Sleep dealer,20764,72630
Super,45132,85401
Christmas mail,76706,172347
Stung,254472,137563
Antibirth,332285,162346
Get on the bus,49471,1054
Idiocracy,7512,47997
The rise of the krays,356216,141916
This is england,11798,52952
U.f.o.,146631,121277
Bathing beauty,43546,91492
Go for it!,61038,120586
"Dancer, texas pop. 81",78373,1870
The calling,283384,203258
Fantasia,756,1282
The last sin eater,9916,191199
Do you believe?,309425,135506
There's always woodstock,297621,137968
Jack brooks: monster slayer,16205,65300
Elling,6007,5890
[rec],8329,57274
Containment,347548,146350
The timber,322443,142586
From russia with love,657,2948
Sleeper,11561,1077
It follows,270303,121231
To kill a mockingbird,595,1207
Boys don't cry,226,2908
Silent house,92182,93954
Courageous,72213,93265
Boom town,55604,25860
Smoke signals,20862,1914
American splendor,2771,6620
Before sunset,80,8638
Thirteen,11023,7285
Gentleman's agreement,33667,1940
Winter's bone,39013,78574
Touching the void,11194,7256
Alexander's ragtime band,43839,8881
Me and you and everyone we know,1382,33880
We are your friends,301351,141648
Ghost dog: the way of the samurai,4816,3328
Harsh times,7873,49314
Full frontal,15186,5172
Witchboard,17994,8855
Shortbus,1378,48744
"The book of mormon movie, volume 1: the journey",48382,163605
No end in sight,12901,55071
The diary of a teenage girl,250124,127196
Meek's cutoff,57120,85790
Inside deep throat,12228,31689
Dinner rush,22617,4772
Clockwatchers,55561,1875
Subway,10656,4919
House of d,24363,33136
Six-string samurai,24746,2275
Hum to mohabbat karega,325140,146410
It's all gone pete tong,12109,33725
Saint john of las vegas,27023,80763
24 7: twenty four seven,22913,2444
This thing of ours,67373,174971
The lost medallion: the adventures of billy stone,171759,143391
The last five years,206296,128832
Return of the living dead 3,28260,58485
Sherrybaby,13075,47978
Circle,335866,144482
Eden lake,13510,66090
Plush,215881,147781
Grave encounters,50698,92391
Stitches,115210,131552
Bananas,11302,1078
No man's land: the rise of reeker,18616,121267
Small apartments,95755,102245
Coffee town,198062,103819
All is bright,174311,106883
The torture chamber of dr. sadism,12602,161444
Straight a's,153795,144424
The legend of hell's gate: an american conspiracy,98549,125249
The walking deceased,312793,132616
The curse of downers grove,309919,144756
Shark lake,299553,150274
Northfork,32235,6547
The marine 4: moving target,329540,132418
Buried,26388,78088
The square,159037,173197
Abcd (any body can dance),157293,151577
Man on wire,14048,60766
Nowhere boy,33511,73860
Dr. strangelove or: how i learned to stop worrying and love the bomb,935,750
Beasts of the southern wild,84175,95558
Battle for the planet of the apes,1705,2531
Songcatcher,62677,4028
Ed and his dead mother,44562,6505
Travellers and magicians,37232,31900
Hang 'em high,4929,2922
Deadline - u.s.a.,36334,94917
Sublime,9783,60479
A beginner's guide to snuff,386826,170963
Dysfunctional friends,98557,145240
Against the wild,246449,141154
Conquest of the planet of the apes,1688,2532
In the bedroom,1999,4903
"Happy, texas",24066,2891
My summer of love,9709,33817
The lunchbox,191714,107883
Yes,25312,33832
You can't take it with you,34106,1934
From here to eternity,11426,1944
She wore a yellow ribbon,13909,5440
Grace unplugged,206284,114980
Foolish,27455,2584
I love your work,25428,44892
Waitress,10758,50685
Bloodsport,11690,3444
Mr. smith goes to washington,3083,954
Kissing jessica stein,15647,5222
Kickboxer: vengeance,308529,163951
Exotica,20156,233
Insidious,49018,85788
Repo man,13820,1965
Killing zoe,507,482
Snow angels,14054,58492
Unsullied,323271,178675
Session 9,10972,4725
I want someone to eat cheese with,13066,55517
Mooz-lum,66025,95611
Hatchet,11908,57421
Modern times,3082,3462
Stolen summer,39541,5256
My name is bruce,1961,66427
Road hard,291362,130069
Forty shades of blue,30082,38435
Amigo,72913,80655
Pontypool,23963,73211
Trucker,29406,72718
Housebound,253306,113252
Wal-mart: the high cost of low price,29595,41724
Closer to the moon,137347,118862
Mutant world,290370,133443
Growing up smith,426469,173857
Checkmate,356841,177265
#horror,301325,151789
Snow white and the seven dwarfs,408,594
Shalako,39209,8688
Incident at loch ness,48463,32314
The dog lover,394047,160860
The blue room,266034,126775
The ballad of gregorio cortez,218500,191681
Trees lounge,27845,1051
Journey from the fall,25784,56574
The basket,52790,122673
Eddie: the sleepwalking cannibal,100275,152587
Queen of the mountains,295914,128866
Def-con 4,42033,4691
Rebecca,223,928
Friday the 13th part 2,9725,1975
C.h.u.d.,23730,4222
Filly brown,84197,120952
Niagara,19997,2939
How green was my valley,43266,1935
Da sweet blood of jesus,278316,132422
"Sex, lies, and videotape",1412,1186
Super troopers,39939,5110
The amazing catfish,215924,125569
Monsoon wedding,480,5135
You can count on me,14295,3983
But i'm a cheerleader,20770,3786
Home run,176124,102064
Reservoir dogs,500,1089
The second mother,310569,136204
Blue like jazz,98369,96753
"Pink ribbons, inc.",89750,100289
The blade of don juan,355629,161236
Grand theft parsons,16433,42638
Extreme movie,15544,76119
Below zero,107315,159803
Crowsnest,137955,132981
Cotton comes to harlem,59917,82300
The wicked within,157422,144650
Bleeding hearts,310933,171963
Waiting...,7553,37384
Dead man's shoes,12877,40412
Dracula: pages from a virgin's diary,55616,6366
Faith like potatoes,29697,72949
Beyond the black rainbow,50037,94558
The raid,94329,84508
Casablanca,289,912
Lake mungo,27374,80844
Silent running,811,5410
Rocky,1366,1954
The sleepwalker,244776,139632
Tom jones,5769,1948
Unfriended,277685,130636
Dr. no,646,2949
Chernobyl diaries,93856,94813
Hellraiser,9003,3917
God's not dead 2,347126,162660
Blue valentine,46705,78039
Transamerica,546,42004
Beyond the valley of the dolls,5722,8196
Love me tender,39833,5550
Sands of iwo jima,18712,8446
Shine a light,7944,58879
The green inferno,171424,133832
Departure,361475,169476
"Food, inc.",18570,71282
October baby,83860,93061
Next stop wonderland,41469,2171
The skeleton twins,244772,114074
Martha marcy may marlene,50837,90374
Obvious child,248774,109740
Frozen river,10183,60943
Two girls and a guy,32456,1816
Walking and talking,49963,803
Who killed the electric car?,13508,45928
Bubba ho-tep,9707,6755
Brigham city,26791,4243
Fiza,56666,146396
Orgazmo,8675,2325
All the real girls,13132,6159
Dream with the fishes,47686,1563
Blue car,46989,6334
Palo alto,192132,111387
Ajami,24424,74827
Wristcutters: a love story,13198,56715
I origins,244267,112804
Taxi to the dark side,13362,58191
Once in a lifetime: the extraordinary story of the new york cosmos,39183,48626
Antarctica: a year on ice,201132,132472
A lego brickumentary,251471,140773
Hardflip,112456,139144
Chocolate: deep dark secrets,20296,152998
Safe men,16155,2128
Speedway junky,46727,4747
The last big thing,55180,124440
The specials,29015,208887
16 to life,91122,97615
Alone with her,18206,53416
Creative control,320146,144636
Special,13856,69251
In her line of fire,56491,159053
Heli,186935,111290
Loving annabelle,19344,50183
Hits,242083,128544
Jimmy and judy,18869,69159
The party's over,41830,151949
Childless,335874,141747
Zmd: zombies of mass destruction,34592,75404
Snow white: a deadly summer,92635,125369
Bang bang baby,269057,165365
Fear clinic,287524,127585
Zombie hunter,206213,201050
A fine step,248402,200562
Ask me anything,271185,119966
And then came love,29731,132102
Food chains,292539,143253
On the waterfront,654,1945
L!fe happens,91070,93946
Hard candy,2652,44974
Circumstance,60421,89997
Fruitvale station,157354,103624
Latter days,15708,7260
1982,215918,181101
"For a good time, call...",84200,92665
Time changer,45767,5793
London to brighton,14823,49330
American hero,367551,148683
Welcome to the dollhouse,11446,562
Ruby in paradise,47889,523
Raising victor vargas,25461,6268
Deterrence,25212,3318
Not cool,292483,114492
Saints and soldiers,10105,27816
Vessel,211557,134589
American graffiti,838,3363
Iraq for sale: the war profiteers,40862,48389
Aqua teen hunger force colon movie film for theaters,13158,52462
Safety not guaranteed,84332,95088
Kevin hart: laugh at my pain,74510,136471
Kill list,74725,89837
Interview with the assassin,36584,5819
Donkey punch,13429,65817
All the boys love mandy lane,9022,59738
Hoop dreams,14275,246
Rize,2287,33838
L.i.e.,18734,4765
The sisterhood of night,206197,134871
Half nelson,7859,47423
Naturally native,302579,2958
Hav plenty,51955,1903
Adulterers,376004,165227
Escape from tomorrow,158752,105801
Starsuckers,40658,90769
Top hat,3080,945
Woodstock,9459,7836
Mercy streets,26916,78698
Broken vessels,125263,2703
They will have to kill us first,324322,160724
The country doctor,375950,174211
The maid's room,278348,160440
Fireproof,14438,64114
Faith connections,211086,169064
Open water,83,27822
High road,89857,133413
Kingdom of the spiders,30315,6848
Mad hot ballroom,14358,33639
To save a life,41144,141952
Wordplay,35199,46850
Beyond the mat,14271,3327
The singles ward,16653,191471
Osama,14757,7177
Sholem aleichem: laughing in the darkness,84401,141008
Groove,23655,3790
The r.m.,36825,191477
Twin falls idaho,33430,2725
Mean creek,12281,27838
Hurricane streets,125052,1659
Never again,96238,5467
Civil brand,30246,6697
Lonesome jim,7301,40887
Drinking buddies,172533,103801
Deceptive practice: the mysteries and mentors of ricky jay,180383,108660
Johnny suede,45145,26775
Rubber,45649,81132
Monsters,43933,80917
The californians,73511,184463
Detention of the dead,139715,117594
Scott walker: 30 century man,30867,89590
Everything put together,81220,40275
Good kill,253626,132112
The outrageous sophie tucker,294550,158563
Girls gone dead,117942,120580
Enter nowhere,98568,104431
Alleluia! the devil's carnival,285743,191129
The sound and the shadow,362765,161082
Born to fly: elizabeth streb vs. gravity,253261,185179
Straight out of brooklyn,94072,166177
Bloody sunday,4107,5632
Conversations with other women,15624,48342
Poultrygeist: night of the chicken dead,17287,65310
42nd street,3062,7080
Metropolitan,15389,1966
As it is in heaven,464,137146
Napoleon dynamite,8193,8376
Blue ruin,188166,111384
Paranormal activity,23827,71379
Monty python and the holy grail,762,1136
Quinceañera,64499,47778
Gory gory hallelujah,281189,32015
Tarnation,1435,8938
Love in the time of monsters,189711,191731
The beyond,19204,183055
My beautiful laundrette,11240,5367
Fabled,43743,8975
Show me,157909,66553
Trekkies,15800,2693
Murderball,14278,34153
American ninja 2: the confrontation,25678,4566
51 birch street,79161,58610
Rotor dr1,371690,178285
My dog tulip,52032,86604
It happened one night,3078,905
Tupac: resurrection,21525,6948
Tumbleweeds,55123,3118
Pieces of april,1550,6881
The big swap,162396,153396
Old joy,26518,50259
Wendy and lucy,8942,65418
3 backyards,68412,88423
Pierrot le fou,2786,7748
Sisters in law,87943,151443
Ayurveda: art of being,73981,169474
Nothing but a man,91721,178353
"First love, last rites",118452,2127
Death race 2000,13282,7991
Locker 13,250184,158703
Bizarre,318040,128727
Graduation day,27420,97792
Compliance,84188,96612
Chasing amy,2255,1639
Lovely & amazing,50035,5450
Better luck tomorrow,14290,6288
Chuck & buck,44490,3794
Cube,431,2232
Love and other catastrophes,76996,1493
I married a strange person!,51942,2189
Like crazy,60420,91079
Sugar town,142132,2865
On the outs,78307,58530
Shotgun stories,12247,60735
Exam,29917,78349
Sunday school musical,60463,189513
Rust,46252,193015
Along the roadside,173224,136806
Bronson,18533,70728
Urbania,77332,3903
Mad max,9659,3702
She done him wrong,43595,25801
The grace card,54897,165035
Call + response,287815,133243
Malevolence,54702,206731
Reality show,176074,190841
Baghead,5759,60044
American beast,402515,171713
Good dick,14758,69842
Samantha: an american girl holiday,25786,164855
Yesterday was a lie,36549,102119
H.,289180,165675
She's gotta have it,27995,3422
Butterfly girl,253290,118920
Another earth,55420,89039
Sweet sweetback's baadasssss song,5822,26257
Tadpole,39141,5485
Once,5723,53123
When the lights went out,50497,161926
Aroused,178862,174591
Top spin,331745,152183
Roger & me,1779,2064
Sound of my voice,86812,94799
Your sister's sister,84355,95135
A dog's breakfast,18632,54248
The birth of a nation,339408,151933
Facing the giants,18925,48711
The gallows,299245,138610
Eraserhead,985,3676
Hollywood shuffle,34101,4116
Penitentiary,65448,2954
Cheap thrills,175291,109742
Indie game: the movie,80215,98122
The night visitor,72086,3348
The past is a grotesque animal,268917,140872
"Peace, propaganda & the promised land",64973,113790
Pi,473,1921
"I love you, don't touch me!",90414,1850
20 dates,111794,2492
Super size me,9372,8464
The fp,85860,136540
Happy christmas,244534,114760
Tiger orange,294086,142068
Supporting characters,139998,105157
Absentia,74777,93819
Gabriela,42109,4315
Tiny furniture,47607,82173
Hayride,193603,123723
Counting,322745,159464
The image revolution,250902,152039
This is martin bonner,158895,104923
George washington,18292,5258
Mutual appreciation,40769,47808
Down terrace,42151,102760
Clerks,2292,223
Pink narcissus,42497,135170
Funny ha ha,33693,34314
In the company of men,14585,1594
Manito,185465,6490
Slacker,14022,6978
Flywheel,17345,93267
Backmask,226458,140204
Breaking upwards,44990,87964
Pink flamingos,692,2361
Clean,39851,32988
Cure,36095,4645
Bang,124606,1697
Primer,14337,8914
Newlyweds,72766,91829
"Signed, sealed, delivered",231617,164791
Shanghai calling,126186,101294
My date with drew,25975,34767
